component	package	version	namespace	command	capability	ui_status	limitation	custom_changes	scope	cli_source	ui_source
glance	python-openstackclient	7.4.0	openstack.image.v2	openstack image list	Список images и фильтрация	yes	Project/Admin Images; backend filters и output formats CLI отличаются.	—	Основной	https://github.com/openstack/python-openstackclient/blob/7.4.0/openstackclient/image/v2/image.py#L722 | https://opendev.org/openstack/python-openstackclient/src/tag/7.4.0/openstackclient/image/v2/image.py#L722	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/static/app/core/images/images.module.js#L70 | https://opendev.org/openstack/horizon/src/tag/25.3.0/openstack_dashboard/static/app/core/images/images.module.js#L70 ; https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/project/images/urls.py#L31 | https://opendev.org/openstack/horizon/src/tag/25.3.0/openstack_dashboard/dashboards/project/images/urls.py#L31
glance	python-openstackclient	7.4.0	openstack.image.v2	openstack image member list	Список image members	no	Visibility shared в Edit/Create Image не является интерфейсом управления members; таких действий в registry нет.	—	Основной	https://github.com/openstack/python-openstackclient/blob/7.4.0/openstackclient/image/v2/image.py#L947 | https://opendev.org/openstack/python-openstackclient/src/tag/7.4.0/openstackclient/image/v2/image.py#L947	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/static/app/core/images/actions/actions.module.js#L60 | https://opendev.org/openstack/horizon/src/tag/25.3.0/openstack_dashboard/static/app/core/images/actions/actions.module.js#L60
glance	python-openstackclient	7.4.0	openstack.image.v2	openstack image remove project	Удаление проекта из image membership	no	Visibility shared в Edit/Create Image не является интерфейсом управления members; таких действий в registry нет.	—	Основной	https://github.com/openstack/python-openstackclient/blob/7.4.0/openstackclient/image/v2/image.py#L983 | https://opendev.org/openstack/python-openstackclient/src/tag/7.4.0/openstackclient/image/v2/image.py#L983	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/static/app/core/images/actions/actions.module.js#L60 | https://opendev.org/openstack/horizon/src/tag/25.3.0/openstack_dashboard/static/app/core/images/actions/actions.module.js#L60
glance	python-openstackclient	7.4.0	openstack.image.v2	openstack image member get	Детали image member	no	Visibility shared в Edit/Create Image не является интерфейсом управления members; таких действий в registry нет.	—	Основной	https://github.com/openstack/python-openstackclient/blob/7.4.0/openstackclient/image/v2/image.py#L1019 | https://opendev.org/openstack/python-openstackclient/src/tag/7.4.0/openstackclient/image/v2/image.py#L1019	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/static/app/core/images/actions/actions.module.js#L60 | https://opendev.org/openstack/horizon/src/tag/25.3.0/openstack_dashboard/static/app/core/images/actions/actions.module.js#L60
glance	python-openstackclient	7.4.0	openstack.image.v2	openstack image save	Скачивание binary image в локальный файл/stdout	no	В штатном image action registry нет Download/Save Image; Upload и Create Volume — другие операции.	—	Основной	https://github.com/openstack/python-openstackclient/blob/7.4.0/openstackclient/image/v2/image.py#L1056 | https://opendev.org/openstack/python-openstackclient/src/tag/7.4.0/openstackclient/image/v2/image.py#L1056	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/static/app/core/images/actions/actions.module.js#L60 | https://opendev.org/openstack/horizon/src/tag/25.3.0/openstack_dashboard/static/app/core/images/actions/actions.module.js#L60
glance	python-openstackclient	7.4.0	openstack.image.v2	openstack image show	Подробности image и свойства	yes	Image details/overview/metadata; нет гарантии отображения каждого raw API поля.	—	Основной	https://github.com/openstack/python-openstackclient/blob/7.4.0/openstackclient/image/v2/image.py#L1389 | https://opendev.org/openstack/python-openstackclient/src/tag/7.4.0/openstackclient/image/v2/image.py#L1389	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/static/app/core/images/details/details.module.js#L20 | https://opendev.org/openstack/horizon/src/tag/25.3.0/openstack_dashboard/static/app/core/images/details/details.module.js#L20
glance	python-openstackclient	7.4.0	openstack.image.v2	openstack image set	Изменение image attributes/properties/tags, activate/deactivate, membership status	partial	Edit Image/Update Metadata и Angular Deactivate/Reactivate доступны; членство accept/reject/pending и прочие низкоуровневые параметры не представлены.	—	Основной	https://github.com/openstack/python-openstackclient/blob/7.4.0/openstackclient/image/v2/image.py#L1088 | https://opendev.org/openstack/python-openstackclient/src/tag/7.4.0/openstackclient/image/v2/image.py#L1088	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/static/app/core/images/actions/actions.module.js#L76 | https://opendev.org/openstack/horizon/src/tag/25.3.0/openstack_dashboard/static/app/core/images/actions/actions.module.js#L76 ; https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/static/app/core/images/actions/edit.action.service.js#L40 | https://opendev.org/openstack/horizon/src/tag/25.3.0/openstack_dashboard/static/app/core/images/actions/edit.action.service.js#L40 ; https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/static/app/core/images/actions/update-metadata.action.service.js#L40 | https://opendev.org/openstack/horizon/src/tag/25.3.0/openstack_dashboard/static/app/core/images/actions/update-metadata.action.service.js#L40
glance	python-openstackclient	7.4.0	openstack.image.v2	openstack image unset	Удаление image custom properties/tags	partial	Update Metadata позволяет удалять custom properties; отдельного интерфейса управления image tags не найдено.	—	Основной	https://github.com/openstack/python-openstackclient/blob/7.4.0/openstackclient/image/v2/image.py#L1419 | https://opendev.org/openstack/python-openstackclient/src/tag/7.4.0/openstackclient/image/v2/image.py#L1419	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/static/app/core/images/actions/update-metadata.action.service.js#L40 | https://opendev.org/openstack/horizon/src/tag/25.3.0/openstack_dashboard/static/app/core/images/actions/update-metadata.action.service.js#L40
glance	python-openstackclient	7.4.0	openstack.image.v2	openstack image stage	Загрузка image data в staging area Glance import API	no	Create Image upload вызывает images.upload; отдельного stage действия нет.	—	Основной	https://github.com/openstack/python-openstackclient/blob/7.4.0/openstackclient/image/v2/image.py#L1527 | https://opendev.org/openstack/python-openstackclient/src/tag/7.4.0/openstackclient/image/v2/image.py#L1527	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/static/app/core/images/actions/actions.module.js#L113 | https://opendev.org/openstack/horizon/src/tag/25.3.0/openstack_dashboard/static/app/core/images/actions/actions.module.js#L113 ; https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/api/glance.py#L455 | https://opendev.org/openstack/horizon/src/tag/25.3.0/openstack_dashboard/api/glance.py#L455
glance	python-openstackclient	7.4.0	openstack.image.v2	openstack image task show	Детали Glance asynchronous task	no	Нет карточки task API.	—	Основной	https://github.com/openstack/python-openstackclient/blob/7.4.0/openstackclient/image/v2/task.py#L63 | https://opendev.org/openstack/python-openstackclient/src/tag/7.4.0/openstackclient/image/v2/task.py#L63	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/static/app/core/images/actions/actions.module.js#L60 | https://opendev.org/openstack/horizon/src/tag/25.3.0/openstack_dashboard/static/app/core/images/actions/actions.module.js#L60
glance	python-openstackclient	7.4.0	openstack.image.v2	openstack image task list	Список Glance asynchronous tasks	no	Нет панели task API; статус самого image не является списком задач.	—	Основной	https://github.com/openstack/python-openstackclient/blob/7.4.0/openstackclient/image/v2/task.py#L86 | https://opendev.org/openstack/python-openstackclient/src/tag/7.4.0/openstackclient/image/v2/task.py#L86	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/static/app/core/images/actions/actions.module.js#L60 | https://opendev.org/openstack/horizon/src/tag/25.3.0/openstack_dashboard/static/app/core/images/actions/actions.module.js#L60
glance	python-openstackclient	7.4.0	openstack.image.v2	openstack image import info	Discovery поддерживаемых image import methods	no	Нет UI import methods discovery.	—	Основной	https://github.com/openstack/python-openstackclient/blob/7.4.0/openstackclient/image/v2/info.py#L20 | https://opendev.org/openstack/python-openstackclient/src/tag/7.4.0/openstackclient/image/v2/info.py#L20	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/static/app/core/images/actions/actions.module.js#L60 | https://opendev.org/openstack/horizon/src/tag/25.3.0/openstack_dashboard/static/app/core/images/actions/actions.module.js#L60
